,Brand,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkmenistan,Turks & Caicos Islands,Tuvalu,Türkiye,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,2023 Brand Value in $,Products,Description,Website
25,NEW BALANCE,0,0,13,0,0,0,0,0,0,19,0,0,58,24,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,49,0,0,0,0,0,44,0,0,0,28,0,0,0,0,40,30,0,0,0,27,0,77,0,0,25,20,7,0,0,0,0,0,0,0,0,0,22,76,0,0,0,0,0,0,38,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,58,30,0,7,18,0,0,74,0,24,47,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,32,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,24,0,0,0,0,0,100,0,50,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,24,41,0,53,74,80,0,35,12,0,0,0,0,13,0,44,0,0,54,0,33,0,0,0,42,0,10,0,57,0,0,0,0,0,0,0,0,0,0,0,34,30,0,0,33,0,0,23,0,0,0,0,0,35,0,0,0,36,0,0,0,30,38,75,62,0,0,0,0,14,7,0,0,0,0,0,0,$4.3B,"['Womenswear', 'Menswear', 'Sportswear', 'Footwear']","At New Balance, our job is to aid athletes in their pursuits, whether that means helping professional athletes set records and win medals, or propelling everyday athletes to achieve a new PR, run their first 5K or just to live a more healthy and active lifestyle. Our products are the perfect blend of function and fashion, giving you the performance technology you need and the style you want. 

Our associates around the world bring these goals to life with their high-level skills and creativity. While we offer the best product on the market, we’re also equally committed to giving back. So while we look to succeed, we believe in ensuring others have the same opportunity.

Wholesale
E:

Photo credit: New Balance",http://www.newbalance.com
26,LULULEMON,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,41,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,42,0,0,0,0,0,0,0,0,0,0,0,0,$5B,,"Lululemon is a Canadian company that designs and retails yoga-inspired athletic apparel and sports accessories. The company was founded in 1998 by Chip Wilson. 
Lululemon now operates over 350 companies across the globe.",http://www.lululemon.com/
27,PATEK PHILIPPE,0,75,12,0,0,0,0,0,0,4,0,0,20,29,32,0,0,10,0,0,34,0,0,0,0,0,0,0,0,26,0,0,0,22,0,0,33,0,18,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,21,0,0,39,16,0,31,0,0,15,0,9,0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,32,26,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,47,24,0,19,10,5,13,19,0,22,44,0,1,0,16,12,13,0,0,53,0,0,0,39,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,16,26,0,14,0,0,15,0,0,0,0,0,55,0,31,0,0,0,0,0,4,29,0,15,27,0,63,22,7,0,0,0,0,15,0,23,0,0,85,0,14,0,0,0,18,0,13,0,23,15,0,0,0,0,0,0,0,0,0,0,28,100,0,0,7,0,0,18,0,0,0,0,0,19,0,0,0,24,0,0,0,8,78,28,16,0,21,0,0,0,27,0,0,0,0,0,0,$4.9B,,Patek Philippe is a Swiss manufacturer of watched and jewelry. The company was founded in 1839 and grew to renowned brand across the globe. Patek Philippe also has its own museum that celebrated the art of watchmaking.,
28,ARMANI,0,100,18,0,0,0,0,0,0,28,88,0,30,34,78,0,0,7,0,0,37,0,0,0,0,0,63,0,0,17,0,0,0,48,0,0,0,0,18,0,0,0,0,0,47,0,0,0,10,0,0,0,0,0,46,0,0,49,50,0,40,0,0,0,9,11,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,46,36,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,28,57,0,18,6,4,11,34,0,18,84,0,1,0,0,28,0,0,0,0,0,0,34,35,0,0,0,0,37,0,0,0,0,21,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,29,0,0,0,0,0,40,0,18,0,0,8,0,0,0,69,0,36,0,16,0,0,0,0,0,10,13,0,51,37,0,33,86,11,0,0,0,0,11,0,68,0,0,26,0,46,32,0,0,28,0,8,0,36,0,0,0,0,0,0,0,0,0,0,0,43,32,0,0,12,0,0,9,0,0,0,0,0,40,0,0,0,33,0,0,0,18,61,45,17,0,0,0,0,0,6,0,0,0,0,0,0,$2.1B,,"The Armani Group is a leading company in the fashion and luxury sector, with more than 8,000 employees. Its three core brands – Giorgio Armani, Emporio Armani and A|X Armani Exchange – are active in many countries all over the world. With origins firmly rooted in Italy, but also with a cosmopolitan vision and culture, the company has grown since it was founded in 1975, expanding its offer from clothes and accessories to cosmetics, fragrances, eyewear, watches, jewellery, and furniture and furnishing accessories.",http://www.armani.com/
29,HUGO BOSS,0,100,13,0,0,0,0,0,0,9,0,0,26,54,0,0,0,4,0,14,42,0,0,0,0,0,46,0,0,21,0,0,0,30,0,0,0,0,21,0,0,0,0,0,48,0,0,0,32,0,0,0,0,27,37,0,0,0,56,0,74,0,0,0,17,6,0,0,0,54,0,0,0,0,0,32,43,0,0,0,0,0,0,53,0,0,39,0,0,0,0,24,0,0,0,0,0,0,0,0,55,0,4,4,0,0,48,0,8,19,0,1,0,0,9,0,0,0,0,0,0,45,0,0,0,0,0,39,0,0,0,0,11,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,20,0,0,0,0,0,67,0,17,0,0,0,0,0,0,0,0,35,0,9,0,0,34,0,0,18,7,0,61,62,0,0,65,11,0,0,0,0,5,0,50,0,0,17,0,66,29,0,0,21,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,64,40,0,0,3,0,0,3,0,0,0,0,0,27,0,0,0,19,0,0,0,16,28,74,10,0,0,0,0,11,5,0,0,0,0,0,0,$1.9B,"['Accessories', 'Menswear', 'Womenswear', 'Footwear', 'Eyewear']","The Hugo Boss Group is one of the market leaders in the premium and luxury segment of the global apparel market. The Group focuses on the development and marketing of premium fashion and accessories for men and women. Around 14,600 employees worldwide work to always offer our customers the best. From collections to service. The BOSS and HUGO Men's and Womenswear not only cover businesswear, casual outfits and athleisurewear, but also elegant eveningwear for special occasions. Our claim: no matter what the day brings, our customers should be perfectly dressed in every situation and for every occasion. Shoes and accessories as well as licensed products such as fragrances, eyewear and watches round off the range. In fiscal year 2019 HUGO BOSS generated sales of EUR 2.9 billion.

In addition to the actual product range, HUGO BOSS is also known for its events, campaigns and cooperations. They sharpen the positioning of the two brands BOSS and HUGO in the market. These include shows at international fashion weeks, art awards, international exhibitions, the sponsorship of sports tournaments and top athletes, and much more. Our digital-savvy fans around the world are invited to follow their favorite brand and engage in social media campaigns on the official brand channels.",https://www.hugoboss.com
30,MANOLO BLAHNIK,0,0,0,0,0,0,0,0,0,20,0,0,36,29,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,19,0,0,0,0,31,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,100,0,0,0,27,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,27,22,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,43,25,0,1,7,0,0,39,0,7,27,0,2,0,0,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,0,21,0,16,0,0,9,0,0,0,0,0,48,0,5,0,0,0,0,0,7,14,0,20,20,0,52,32,7,0,0,0,0,11,0,30,0,0,53,0,20,50,0,0,7,0,7,0,51,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,59,47,46,0,0,0,0,0,5,0,0,0,0,0,0,$1.6B,,"Manolo Blahnik is a Spanish-Czech designer of women's footwear. The label of een celebrated footwear designer has been founded in 1971 in London, UK, with its first store opening in 1973. Manolo Blahnik is best known for his avant garde creations and Carrie Bradshaw's pumps in the his series  Sex and the City.",https://www.manoloblahnik.com
31,G-STAR,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,2,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,8,0,0,0,0,0,0,34,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,0,0,0,5,0,4,3,0,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,70,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,12,5,0,0,13,4,0,0,0,0,0,0,6,0,0,8,0,10,9,0,0,100,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,$1B,"['Womenswear', 'Menswear', 'Kidswear', 'Footwear', 'Accessoires']","Since our creation in 1989, G-Star’s philosophy has always been, ‘Just the Product.’ This single-minded approach has led to many denim ‘firsts’: the introduction of ‘luxury denim for the streets,’ by fusing high-level craftsmanship with street level edge to create a new denim sector; the positioning of raw, untreated denim as a wearable and desirable material; and the evolution of our distinctive denim silhouette, through the adoption of architectural and 3-D thinking into denim construction.

We have also promoted the inherent beauty of denim by creating washes and treatments that bring out its unique characteristics and qualities. Today’s sophisticated washings palette represents a full life-story, from raw, unwashed denim through deep indigo dyed to extreme bleached, with treatments adding multiple gradations of wear to create distinctive, textured garments with soul. G-Star is focused on the innovation of denim. When we design, we design for the future; not only in how our products look, but also the wider impact they have. If we still want to be here as a denim brand in 20, 50 or even 100 years from now, it is crucial for us to think innovatively about the impact we have on people and the planet.

For G-Star, this means future-proofing denim by investing in sustainable innovation and incorporating it in everything we do. We focus on a circular approach to how denim is made and used by our customer to create tomorrow's classics: quality denim of the future with respect for people & planet in a transparent manner.

Wholesale:
E: info@g-star.com

Photo credit: G-Star Raw",https://www.g-star.com
32,CHANEL,0,0,14,0,0,0,0,0,0,8,0,0,43,27,26,0,0,9,0,0,28,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,0,27,0,0,0,0,0,16,0,0,0,11,0,0,0,0,0,26,0,0,0,20,0,35,0,0,15,9,7,0,0,0,0,0,0,0,0,0,13,43,0,0,0,0,0,0,25,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,100,19,0,7,12,4,0,31,0,15,35,0,13,0,0,10,0,0,0,36,0,0,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,21,0,0,0,0,0,35,0,23,0,0,8,0,0,0,0,0,31,0,14,0,0,0,0,0,12,17,0,25,23,0,38,28,7,0,0,0,0,13,0,22,0,0,85,0,22,0,0,0,16,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,27,0,0,25,0,0,0,0,0,24,0,0,0,14,0,0,0,9,52,42,31,0,15,0,0,7,18,0,0,0,0,0,0,$25.2B,,"CHANEL is a private company and a world leader in creating, developing, manufacturing and distributing luxury products. Founded by Gabrielle Chanel at the beginning of the last century, CHANEL offers a broad range of high-end creations, including Ready-to-Wear, Leather Goods, Fashion Accessories, Eyewear, Fragrances, Makeup, Skincare, Jewelry and Watches. CHANEL is also renowned for its Haute Couture collections, presented twice yearly in Paris, and for having acquired a large number of specialized suppliers, collectively known as the Métiers d’Art. CHANEL is dedicated to ultimate luxury and to the highest level of craftsmanship. It is a brand whose core values remain historically grounded on exceptional creation. As such, CHANEL promotes culture, art, creativity and “savoir-faire” throughout the world, and invests significantly in people, R&D and innovation.  
Currently, CHANEL employs more than 32,000 people across the world.",http://www.chanel.com/
33,GUCCI,0,0,20,0,0,0,0,0,0,11,0,0,58,49,0,0,0,10,0,0,53,0,0,0,0,0,0,0,0,22,0,0,0,29,0,0,0,0,46,0,0,0,0,0,25,0,0,0,15,0,0,0,0,0,45,0,0,0,35,0,60,0,0,0,0,9,0,0,0,0,0,0,0,0,0,22,51,0,0,0,0,0,0,47,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,69,43,0,17,20,4,0,43,0,18,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,43,0,0,0,0,0,65,0,42,0,0,25,0,0,0,0,0,40,0,27,0,0,0,0,0,13,22,0,36,39,0,0,42,11,0,0,0,0,16,0,31,0,0,64,0,43,0,0,0,71,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,51,59,0,0,37,0,0,33,0,0,0,0,0,39,0,0,0,20,0,0,0,14,86,66,61,0,0,0,0,11,32,0,0,0,0,0,0,$18.9B,"['Womenswear', 'Menswear', 'Bags', 'Footwear', 'Accessoires']","Founded in Florence, Italy, in 1921, Gucci is one of the world’s leading luxury brands. Following the House’s centenary, Gucci forges ahead into the next hundred years, continuing to redefine luxury while celebrating the creativity, Italian craftsmanship, and innovation at the core of its values.

Gucci is part of the global luxury group Kering, which manages the development of a series of renowned Houses in fashion, leather goods, jewelry, and eyewear.

Gucci is committed to building a diverse workforce. We believe diversity in all its forms – gender, age, disability, race, ethnicity, nationality, culture, religious beliefs and sexual orientation – enriches the workplace. As an Equal Opportunity Employer we welcome and consider applications from all qualified candidates, regardless of their background. Wholesale
E: clientservice-europe@it.gucci.com

Photo credit: Gucci",http://www.gucci.com
34,DIOR,0,0,21,0,0,0,0,0,0,14,0,0,50,34,36,0,0,10,0,0,46,0,0,0,0,0,0,0,0,20,0,0,0,34,0,0,54,0,30,0,0,0,0,0,37,0,0,0,14,0,0,0,0,0,30,0,0,0,37,0,40,0,0,0,14,12,0,0,0,0,0,0,0,0,0,22,69,0,0,0,0,0,0,36,0,0,46,0,0,0,0,22,0,0,0,0,0,0,0,100,33,0,9,12,4,15,34,0,24,45,0,33,0,0,17,0,0,0,64,0,0,0,45,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,39,0,0,0,0,0,58,0,29,0,0,19,0,0,0,0,0,46,0,16,0,0,0,0,0,21,25,0,40,34,0,60,56,10,0,0,0,0,23,0,35,0,0,94,0,40,0,0,0,22,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,37,45,0,0,41,0,0,39,0,0,0,0,0,38,0,0,0,22,0,0,0,17,89,56,32,0,0,0,0,0,36,0,0,0,0,0,0,$17.6B,"['Womenswear', 'Menswear', 'Bags', 'Footwear', 'Accessories']","Christian Dior was the designer of dreams. In founding his House in 1947, marked by the revolution of the New Look, he metamorphosed his reveries into wonderful creations. His visionary spirit never ceased to make women all over the world feel more beautiful, an inspiration for his successors to this day. “Fabric is the sole vehicle of our dreams (...). Fashion, in short, comes from a dream and the dream is an escape from reality,” he wrote in his book Je suis couturier. Over the course of his collections, Monsieur Dior became the master of his muses’ happiness. Rich in exceptional heritage, with a community of more than 6 500 talents, our House embodies Christian Dior’s “House of Talents” today more than ever. With a presence in more than 40 countries, we transmit our savoir-faire, audacity and excellence through the passion and creativity of our people. Our Maison is a sustainable destination to Grow, Dare & Succeed. Join us and shape your future in a Joyful, Sincere & Generous environment where we bloom & deliver Excellence with determination, courage & Optimism. Photo credit: DIOR",http://www.dior.com
35,ADIDAS,0,0,14,0,0,0,0,0,0,100,0,0,40,41,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,52,0,0,0,28,0,0,0,0,33,0,0,0,0,0,95,0,0,0,65,0,0,0,0,46,72,0,0,0,53,0,78,0,0,0,35,13,53,0,0,0,0,0,0,0,0,32,56,0,0,0,0,0,0,75,0,0,73,0,0,0,0,41,0,0,0,0,0,0,0,45,55,0,14,20,3,0,71,0,21,49,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,32,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,43,0,0,0,0,0,79,0,38,0,0,0,0,0,0,0,0,47,0,9,0,0,0,0,0,85,31,0,77,94,0,0,72,10,0,0,0,0,11,0,53,0,0,44,0,67,0,0,0,55,0,11,0,82,0,0,0,0,0,0,0,0,0,0,0,58,39,0,0,17,0,0,26,0,0,0,0,0,33,0,0,0,49,0,0,0,22,40,63,33,69,0,0,0,20,24,0,0,0,0,0,0,$16.1B,['Sportswear'],"Adidas is a German multinational corporation that designs and manufactures sports shoes, active wear and sports accessories. The company was founded in 1924 as a manufacturing company of sports footwear in Herzogenaurach, Germany. In 1948 the two brothers of this manufacturing company both continued operations of their own, Adi Dassler's company grew into adidas and Rudolph Dassler's company grew into PUMA. Adi Dassler's company has grown to a worldwide sports fashion brand, the Adidas Group, which consists of the adidas brand, Reebok sportswear company, TaylorMade-Adidas golf label, Rockport, and 9.1% of FC Bayern Munich.
Adidas currently operates in over 150 countries across the globe.

Photo credit: Courtesy of adidas",http://www.adidas-group.com
36,ROLEX,0,0,9,0,0,0,0,0,0,6,0,0,29,37,0,0,0,14,0,0,32,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,0,27,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,25,0,0,0,18,0,43,0,0,14,0,9,0,0,0,0,0,0,0,0,0,17,32,0,0,0,0,0,0,36,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,62,19,0,17,7,2,0,25,0,15,53,0,3,0,0,0,0,0,0,45,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,24,0,0,0,0,16,36,0,17,0,0,9,0,0,0,0,0,35,0,27,0,0,0,0,0,14,25,0,12,23,0,50,21,5,0,0,0,0,14,0,29,0,0,100,0,13,0,0,0,13,0,12,0,22,19,0,0,0,0,0,0,0,0,0,0,32,84,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,23,0,0,0,4,68,46,26,0,0,0,0,0,15,0,0,0,0,0,0,$14.3B,,"Rolex SA designs, manufactures and distributes Swiss luxury wristwatches sold under the Rolex and Tudor brands. The company was fpunded by Hans Wildorf and Alfred Davis in London, England in 1905 as Wilsdorf and Davis operations to Geneva, Switzerland in 1919.",http://www.rolex.com/
37,ZALANDO,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,100,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,34,0,57,0,0,0,0,0,0,0,0,27,0,0,0,0,0,56,34,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,64,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,43,83,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$4.9B,,"Zalando SE is a Germany-based online shoes and fashion retailer. The Company offers a portfolio of women, men and children clothing. Its assortment comprises a range of shoes, clothes, accessories, beauty products and sports goods from more than 1,500 brands, including fashion companies, designer work and products of zLabels, a private labels arm of the Company. Zalando SE also offers free shipping and 100 days long free return policy. Its offering can be purchased through desktops, tablets and smartphones in several European countries. The Company is active in two geographical segments: DACH, comprising the sales in Germany, Austria and Switzerland; and Rest of Europe. Zalando SE was founded in 2008 and is headquartered in Berlin, Germany.",https://corporate.zalando.com
38,VERA WANG,0,0,0,0,0,0,0,0,0,21,0,0,100,74,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,12,0,0,0,25,0,0,0,0,53,0,0,0,0,0,20,0,0,0,12,0,0,0,0,0,48,0,0,0,36,0,22,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,39,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,40,45,0,3,7,0,0,98,0,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,21,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,16,0,54,0,0,17,0,0,0,0,0,34,0,6,0,0,0,0,0,11,26,0,16,51,0,0,29,4,0,0,0,0,4,0,28,0,0,56,0,21,76,0,0,20,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,28,46,0,0,18,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,4,22,90,89,0,0,0,0,0,14,0,0,0,0,0,0,$2.6B,,"Vera Wang is an American fashion designer who opened in 1990 her own design salon in New York after being a fashion editor for Vogue and a design director for Ralph Lauren. She is known for her wide range of haute couture bridesmaid gowns and wedding gown collections. Through the years Vera Wang has expanded her house with fragrance, jewelry, eyewear, shoe and houseware collections.",http://www.verawang.com/
39,TOPSHOP,0,27,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,21,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,$1B,,"With our unique product offering and sought-after designer collaborations, we’ve become a fashion phenomenon. From London to LA, our stores have reached cult status as an essential destination for the style set – and we’re still expanding. Championing young design talent is in our DNA and we’ve given a generation of designers an international platform for their work. Directional, accessible and brave, our Brands are a global fashion authority – and the ultimate place to build your career.",http://www.topshop.com/
40,SALVATORE FERRAGAMO,0,55,7,0,0,0,0,0,0,5,59,0,25,15,40,0,0,4,0,19,11,0,0,0,0,0,30,0,0,7,0,0,0,20,0,0,0,0,18,0,0,0,0,0,25,0,0,0,20,0,0,0,0,22,26,0,0,0,17,0,11,0,0,49,20,6,28,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,22,11,0,0,22,0,0,0,0,23,0,0,0,0,0,0,31,30,22,0,5,12,1,0,7,0,7,42,0,3,0,0,9,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,12,0,0,0,0,0,12,0,9,36,0,10,0,0,0,0,0,8,0,6,0,0,100,0,0,12,18,0,19,11,46,30,53,16,0,0,0,0,7,0,38,0,0,48,0,38,0,0,0,14,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,17,0,0,5,0,0,0,0,0,16,0,0,0,8,0,0,0,19,33,12,19,0,0,0,0,13,23,0,0,0,0,0,0,$1.9B,"['Womenswear', 'Menswear', 'Bags', 'Footwear', 'Accessories']","Salvatore Ferragamo (5 June 1898 – 7 August 1960) was an Italian shoe designer and the founder of luxury goods high-end retailer Salvatore Ferragamo S.p.A. An innovative shoe designer, Salvatore Ferragamo established a reputation in the 1930s. Photo credit: Salvatore Ferragamo",https://www.ferragamo.com
