Brand Name,Products,Description,Website,Sentiment_Scores,Compound,Sentiment,Language
Beaumont,['Womenswear'],"BRAND: Beaumont DESCRIPTION: Elegant sophistication meets the down to earth mindset of the Dutch woman. Beaumont explores the fine line between beautiful design and functionality. 

Breathing new life into the term ‘smart casual'. Originally an outerwear design brand – Beaumont now offers a full lifestyle collection for confident women. Photo credit: Beaumont",https://www.beaumont.eu,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.9274}",0.9274,Positive,en
Beaumont Organic,"['Womenswear', 'Sustainable']","BRAND: Beaumont Organic DESCRIPTION: Beaumont Organic is an international ethical ladieswear brand that combines signature styling with contemporary classics. Teaming contrasting fabrics and unique silhouettes with luxury organic, fairtrade and eco fabrics to create a renowned style. The collection offers a wardrobe of transitional pieces - everything a woman needs to dress up or down, day or night. Beaumont Organic introduces two collections a year along with a collection of accessories that encompass the brands clean look and contemporary styling. Wholesale
P: +44 (0) 161 971 9010
E: hannah@beaumontorganic.com

Photo credit: Beaumont Organic",https://beaumontorganic.com,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.8658}",0.8658,Positive,en
Beautiful Birds,"['Bags', 'Accessories']","BRAND: Beautiful Birds DESCRIPTION: Own factory and production are located in Russia, St. Petersburg, on the territory of the art space ""Sevcable Port"". The new exclusive Beautiful Birds line was created by Russian designers of the BB1 Studio brand in 2020 during the period of global changes in world fashion. A group of young talented Russian designers joined our team in order to create a unique collection of bags and accessories, as well as to form a special creative community around the brand.

Nature, Freedom, Spring and Love are the main sources of inspiration for our designers when creating collections of the Beautiful Birds brand.

Wholesale
E: shop@bb1birds.ru

Socials
Instagram : @BB1birds

Photo credit: Beautiful Birds",https://bb1birds.ru,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.9931}",0.9931,Positive,en
Bec + Bridge,"['Womenswear', 'Swimwear', 'Accessories']","BRAND: Bec + Bridge DESCRIPTION: The designers behind Bec + Bridge, Becky Cooper and Bridget Yorston met in 2000 - it was their first day at Sydney’s, University of Technology. While a Bachelor Of Arts in Fashion & Textiles was the reason the two initially crossed paths, it would seem the universe had bigger plans. ‘Bec and Bridge’ - the affectionate pseudonym coined by friends for the inseparable duo - would, just a few years later, come to represent an exciting mainstay in the Australian fashion industry.
Graduating in 2003 with first class honours, Cooper and Yorston knew what needed to happen next. Bec + Bridge was founded and, in 2004, they were invited to show at Mercedes-Benz Fashion Week Australia. The brand had landed in the spotlight, with leading fashion buyers placing orders for some of the country’s most premium stores, and media declaring Bec + Bridge the label to have on your ‘must have’ list. Amongst their most loyal, long standing retail partners is Australia’s leading department store, David Jones, a partner the brand has worked closely with since 2007. They also work with prestigious International partners such as Farfetch, Luisa Via Roma, Harvey Nichols and Shopbop.

Wholesale 
E: enquiries@becandbridge.com.au

Photo credit: Bec + Bridge",https://www.becandbridge.com,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.9545}",0.9545,Positive,en
Becksöndergaard,"['Accessories', 'Bags', 'Bodywear', 'Swimwear']","BRAND: Becksöndergaard DESCRIPTION: In 2003, Becksöndergaard started in Copenhagen, when our founders Anna Søndergaard and Lis Beck set out to create accessories for women who love playful and personal designs that can be styled season after season. Soon, the brand became renowned for its colours, contrasts and unique prints. Becksöndergaard was founded with a passionate belief that women should dress with a personal touch. The brand has a playful and straightforward approach to colours and materials, while remaining true to its Scandinavian roots. We create designs to treasure, to surprise and to give the finishing touch to all outfits no matter the occasion. The brand has developed exponentially over time with new collections full of personality and attitude being introduced. Today, the brand is sold in more than 18 countries.

The Becksöndergaard characteristics are as straight forward as our designs: unexpected, playful and colourful.

Wholesale: 
E: customerservice@becksondergaard.com 

Photo credit: Becksöndergaard",https://www.becksondergaard.com,"{'neg': 0.013, 'neu': 0.79, 'pos': 0.197, 'compound': 0.9799}",0.9799,Positive,en
Bee & Alpaca,"['Womenswear', 'Accessories']","BRAND: Bee & Alpaca DESCRIPTION: Bee & Alpaca is a dynamic sustainable fashion brand from the UK born out of a passion to make fashion more sustainable, ethical and fair.

Their products are made using up-cycled, high quality fabrics to meet sustainable production criteria. They hand pick fabrics from high quality excess, dead-stock and discarded fabrics of fast fashion houses. All are materials that would otherwise go to waste. Bee & Alpaca specializes on women's casual wear with a timeless style. All items are produced in limited quantities and 100% quality checked prior to shipment.

They are proudly a net zero brand and actively plant a tree for each order received.

Wholesale
E: hello@beeandalpaca.com

Photo credit: Bee & Alpaca",http://www.beeandalpaca.com,"{'neg': 0.055, 'neu': 0.753, 'pos': 0.192, 'compound': 0.9507}",0.9507,Positive,en
Be Edgy,"['Menswear', 'Womenswear']","BRAND: Be Edgy DESCRIPTION: BE EDGY Berlin, stands for cheeky, rebellious and timeless design since it was founded in 2014. The brand is based in its hometown Berlin, inspired by the upbeat culture of the city and it’s vivid spirit. Therefore, both the team and the showroom are located in the up and coming neighbourhood Neukölln. The design team does not only pay attention to exceptionally good design, but above all high quality and innovation. The brand started out with a selection of men’s and women’s jackets, with the brands signature on the bag: a studded triangle. The portfolio now ranges from denim, leather and shearling jackets to men’s and women’s wear and accessories.
With „edgy“. as part of the brand name, our mission is to reissue the look of one of the most rebellious garments – the leatherjacket – and the world that forms around it. With unbridled passion for rule-breaking contrasts and design made for eternity, BE EDGY’s credo is the perfect cut. With constant experimenting and perfecting, each and every piece is a unique – just like the men and women who wear them.

12seasons GmbH
Sonnenallee 223
12059 Berlin
Web       www.be-edgy.com

Photo credit: Courtesy of Be Edgy",https://www.be-edgy.com,"{'neg': 0.032, 'neu': 0.817, 'pos': 0.151, 'compound': 0.9787}",0.9787,Positive,en
BEEN London,"['Bags', 'Sustainable']","BRAND: BEEN London DESCRIPTION: BEEN London is an award-winning brand making accessories entirely from recycled materials, handmade in East London since 2018. Prioritising social impact and sustainability, the team behind the brand have since been combining innovation with local skills and heritage to create thoughtful products designed with functionality and durability in mind. 

Every piece is made entirely by hand in one of the last remaining East London leather workshops and on average has a carbon footprint 10 times smaller than a high street equivalent. Founded by an ex-BBC journalist Genia Mineeva, BEEN London is on a mission to change the perception of discarded materials. ‘Waste’ is only waste if no one uses it and through imagination and innovation, BEEN London gives used materials a second life. Wholesale:
E: hello@been.london
Instagram: @been.london

Photo credit: BEEN London",https://been.london,"{'neg': 0.051, 'neu': 0.84, 'pos': 0.109, 'compound': 0.8214}",0.8214,Positive,en
Befeni,"['Womenswear', 'Menswear', 'Bodywear', 'Accessories']","BRAND: Befeni DESCRIPTION: All Befeni made-to-measure shirts are made in our own factory. The Befeni team can look back on over 10 years of experience in the manufacture of tailor-made textiles. Due to the exclusive cooperation with permanent tailors in Asia and our German production manager on site, we are able to offer you consistently high quality at a very reasonable price. Our manufactory differs considerably from the Asian production facilities you probably know from the media. We offer a high standard of cleanliness, free drinks, allowances for meals as well as joint employee events with management and management, which are completely unusual in Asia. All tailors are paid well above average and are additionally compensated for any overtime.

Wholesale
P: 02173 165 48 80
E: info@befeni.com

Photo credit: Befeni",https://www.befeni.com,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.8625}",0.8625,Positive,en
Bel Air,['Womenswear'],"BRAND: Bel Air DESCRIPTION: Born in the mid-80s, the ready-to-wear Bel Air brand is growing rapidly in Paris, and worldwide. With its urban fashion and trendy e, its glamor but still suitable for everyday Bel Air seduced a young casual, modern woman. Wholesale: 
E: contact@belair-paris.fr

Photo credit: Bel Air",https://www.belair-paris.fr,"{'neg': 0.059, 'neu': 0.778, 'pos': 0.163, 'compound': 0.5789}",0.5789,Positive,en
Beliza,"['Swimwear', 'Bodywear']","BRAND: Beliza DESCRIPTION: BELIZA DNA: chic, sensuality, confort,  environmentally-friendly with colors influenced from aquatic world. C O L L E C T I O N S  
The product is meticulously concieved as well as it’s patterns and by the chosen fabrics quality. The design is creative, materials are soft. 
Beliza concept is resumed in some words : Chic, confort and sensuality. All the products are manufactured in Portugal in factories certified ECO-TEX.  
Most of our products are manufactureds with recycled fabrics (fulgar thread , élasthanne  roika) , and natural fibers as modal. 
Sizes are from XS to XL adaptable to each philosophy and interchangeable in term of sizes . Our retail prices are 119€ to 159€.

E C O – R E S P O N S I B L E  
Since the beginning and to be in sync with BELIZA dna ,is angaged in a CSR approach to  minimize environnemental impact , social et économic.  
• We manufacture only with manufacturers who are using ECO-TEX label. • We select natural fabrics , bio, recycled and recyclable. 
• We use digital tools and we minimize the use of paper .  
• Our colaborators are based in different countries et we communicate by video call . • We try to make sure that children dont work in factories . 
• We fight against corruption and we are transparent in our conditions of work.

Contact wholesale 

Beliza boutique 
66, rue Montgrand 
13006 MARSEILLE

04 89 51 32 62
contact@beliza.fr

Showroom Beliza
122 rue du commandant Rolland Cadenelle,
CH2 13008 Marseille",https://www.beliza.fr,"{'neg': 0.011, 'neu': 0.916, 'pos': 0.073, 'compound': 0.8979}",0.8979,Positive,en
Bella Ballou,"['Womenswear', 'Bags', 'Accessories']","BRAND: Bella Ballou DESCRIPTION: BELLA BALLOU was founded in 2008. The desire was - and still is - to give more women the opportunity to emphasize their personality. We believe that good style equals personal style, which compliments your personality.

We are creative by nature and have worked with design and graphic lines all our lives. An posting in China early on led to a lifelong fascination with the amazing process of silk; from small, insignificant silkworms to the finest silk by the meter.

We follow the trends of the time and are inspired by encounters with different cultures on our travels around the world. We always work with a wide range of our own, unique prints, good materials and strong color combinations in our collections. At BELLA BALLOU, we strive to improve every day. This is especially true of sustainability. We want to be open and honest about our initiatives, and as a fashion brand, this is also our moral obligation. We have a holistic approach to sustainability and relate to it throughout the design process. From the materials we use in our collections, to how our suppliers operate and what environmental impact our production has. And not least: the conditions for the people we work with.

Our prints are unique, timeless and never go out of fashion. About half of our collection is digitally printed, which is a more sustainable production method compared to traditional screen printing, as only 10 percent ink is used in this process.

Wholesale
E: Info@bellaballou.com

Photo credit: Bella Ballou",https://www.bellaballou.com,"{'neg': 0.009, 'neu': 0.834, 'pos': 0.157, 'compound': 0.9902}",0.9902,Positive,en
Bella Dahl,"['Womenswear', 'Kidswear']","BRAND: Bella Dahl DESCRIPTION: Bella Dahl makes clothes for you to live in and to love. We are a Los Angeles based fashion company that’s known for our effortless yet sophisticated styles. Our clothing is made to embrace life’s biggest adventures and simplest of pleasures. With comfort and softness woven into each style, we are made for you.

Bella Dahl pieces are the building blocks of a beautiful wardrobe - the ones you can’t live without. We design timeless silhouettes in ever-so-soft fabrics with a flattering fit. Not only will you look your best, but you’ll feel it too.


Wholesale
1-213-746-4466
E: concierge@belladahl.com

Photo credit: Bella Dahl",https://belladahl.com,"{'neg': 0.012, 'neu': 0.783, 'pos': 0.205, 'compound': 0.9542}",0.9542,Positive,en
Bellamy Gallery,"['Womenswear', 'Footwear', 'Accessories']","BRAND: Bellamy Gallery DESCRIPTION: Bellamy Gallery does things just that little bit differently. Sets other priorities. Makes beautiful basic items that can be effortlessly combined with the rest of your wardrobe. Everything is of high quality and has a degree of timelessness. Feel-good items that you know look good on you and that they do good. Our motto is Don't buy more, buy better . And with our key pieces you can go in all directions! Great design, a timeless contemporary look, an excellently made product and for a fair price (very Dutch; less is really not possible, but also not a penny too much) in a way that also keeps our home - the planet - a friend? We came up with it like this; we do not want to let people down, but to improve. We don't want to retail, we want to retail. We do not want to be a fashion has-been and rake in maximum pennies, but we want to give everyone the best possible. That is why we are completely open about costs, margins and who earns what where.

Wholesale
E: happytohelp@bellamygallery.com

Photo credit: Bellamy Gallery",https://bellamygallery.com,"{'neg': 0.032, 'neu': 0.793, 'pos': 0.175, 'compound': 0.9854}",0.9854,Positive,en
belle & bloom,"['Womenswear', 'Accessories']","BRAND: belle & bloom DESCRIPTION: Welcome to belle & bloom, where femininity, creativity, courage, and freedom come together to elevate your everyday style.

Established in Sydney in 2016, belle & bloom is an international lifestyle brand of accessible luxury pieces designed for modern women. Our designs manifest effortless beauty - a blend of trend-conscious, yet timeless pieces that infuse a sense of magic into the layers of your wardrobe. Made to last, our clothing is crafted from high-quality materials with precious details applied by artisan hands. We put heart and soul into our designs with the ultimate goal of inspiring confidence in women with beautiful clothing that makes them feel like the very best version of themselves. Our Collection
With an original focus on luxury handbags and wool outerwear, we’ve since grown to include everything from contemporary and fun dresses to cozy knits, statement jumpsuits, and strappy sandals. Classic meets modern in our thoughtfully-made silhouettes that exude sophistication and ease while being versatile enough to shift occasions. From the workplace to far-flung destinations, we have all the essentials, plus the statement pieces to live out your dreams wherever you’re headed.

The Belle & Bloom Woman
Today, we design, make, and buy for you – the girls next door, the best friends and sweethearts, the mums and daughters, and the powerful women who spend their time in and out of the public eye. You’re the ones pushing life to its limits all while hanging out, traveling and everything in between. Our aesthetic concept is designed to meet your busy schedule and make even the simplest moments with family and friends feel special.

Photo credit: belle & bloom",https://www.belleandbloom.com,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.9969}",0.9969,Positive,en
Bellerose,"['Accessories', 'Bags', 'Footwear', 'Jewelry', 'Kidswear', 'Menswear', 'Swimwear', 'Womenswear']","BRAND: Bellerose DESCRIPTION: Bellerose was founded in 1989 by Patrick Van Heurck. Back then, Patrick already had more than a bit of experience in the world of menswear. Moreover, he was deeply fascinated by the rich history and craftsmanship behind the garments he loved and admired. As a fan of all things Americana, a traveler and adventurer, he used to embark on trips to the United States often. On one of those trips, he discovered the village of Bellerose, up on Long Island near New York City. The name seemed perfect for what he already had in mind: his own brand.

Wholesale: 
E: hello@bellerose.be

Photo credit: Bellerose",https://www.bellerose.be,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.9794}",0.9794,Positive,en
Bellfield Clothing,"['Menswear', 'Swimwear']","BRAND: Bellfield Clothing DESCRIPTION: Bellfield Clothing combines fresh designs & proven mens & womens classics, with a strong focus on quality. Our effortless & understated signature aesthetic combined with simplicity, sustainability & sophistication creates the essentials of a modern man's wardrobe. The Bellfield Clothing collection includes the very latest mens clothing such as mens coats & jackets (including mens winter coats & jackets), hoodies & sweatshirts, jeans, jumpers, polo shirts, shirts, shorts, sweatpants & joggers, swimshorts, trousers, t-shirts & vests & organic clothing.

Wholesale 
E: support@bellfieldclothing.com

Photo credit:  Bellfield Clothing",https://www.bellfieldclothing.com,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.8519}",0.8519,Positive,en
Belluna,['Womenswear'],"BRAND: Belluna DESCRIPTION: Belluna launched her first collection in 2002. The collection made its first appearance at the Modefabriek, Amsterdam as a Dutch brand. Not long after, it was presented at the international fair Prêt à Porter, Paris. Belluna design is best described as sophisticated casual wear with an Italian/French flair. Simple design is combined with an attention to detail. The inspiration for the design of the belluna collection has always been a connection between beautiful details, simplicity, affordability and functionality.

Each collection contains jersey shirts and knitwear like cardigans, dresses and skirts in the best quality fabrics, like cotton, linen, merino blends and cashmere. All produced in Europe.

Guided by creativity, inspiration and commercial success, Belluna has more than 150 selling points, all over the world.

Wholesale: 
E: info@belluna.nl

Photo credit: Belluna",https://belluna.nl,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9907}",0.9907,Positive,en
Benetton,"['Womenswear', 'Menswear', 'Kidswear', 'Bags', 'Footwear', 'Accessories']","BRAND: Benetton DESCRIPTION: Benetton is a global fashion apparel brand, based in Ponzano Veneto, Italy. The name comes from the Benetton family who founded the company in 1965. 

The Benetton brand is best known as United Colors Of Benetton and it has a network of about 6,000 stores in the main international markets. Wholesale
E: prmilano@benetton.it

Photo credit: Benetton",http://www.benetton.com,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.8625}",0.8625,Positive,en
Benibeca,['Swimwear'],"BRAND: Benibeca DESCRIPTION: BENIBECA is created by the hand of Anjara García, a Spanish designer with an extensive career in the world of international fashion. She is a lover of the beauty of the things around her and passionate about design. She not only seeks to create a commercial brand, but also to give it its own identity and highest quality. Addicted to her iPad pencil, she never passes up the opportunity to create new prints inspired by exotic cultures. She loves new challenges, work and passing hours in flight, travelling the world continuously, managing her business, while growing as a person and professional. She’s a timeless dreamer who does not miss the opportunity to embark on new projects, while always remaining faithful to her principles and a healthy lifestyle. TRENDING
BEHIND THE BRAND,THERE IS A PASSIONATE DESIGNER
BENIBECA is created by the hand of Anjara García, a Spanish designer with an extensive career in the world of international fashion. She is a lover of the beauty of the things around her and passionate about design. She not only seeks to create a commercial brand, but also to give it its own identity and highest quality. Addicted to her iPad pencil, she never passes up the opportunity to create new prints inspired by exotic cultures. She loves new challenges, work and passing hours in flight, travelling the world continuously, managing her business, while growing as a person and professional. She’s a timeless dreamer who does not miss the opportunity to embark on new projects, while always remaining faithful to her principles and a healthy lifestyle.

Benibeca, men's designer swimwear brand from Spain
WHERE IS BENIBECA'S NAME COMING FROM
The name BENIBECA comes from a beautiful fishing village on the island of Menorca, Spain. It’s an island full of energy and beauty in its untouched state. From there and from the emotions that its mesmerizing surroundings provoke, from its colors and shapes, which made Anjara fall in love, and from the magic of the place, Benibeca emerged. Undoubtedly, this is a clothing brand to enjoy in the personal paradise that each individual prefers.


Wholasale
E: info@benibeca.com


Photo credit: BENIBECA",http://www.benibeca.com,"{'neg': 0.008, 'neu': 0.68, 'pos': 0.312, 'compound': 0.9992}",0.9992,Positive,en
Ben Sherman,"['Menswear', 'Bodywear', 'Swimwear', 'Bags', 'Footwear', 'Jewelry', 'Accessories']","BRAND: Ben Sherman DESCRIPTION: Ben Sherman is a British clothing brand selling shirts, sweaters, suits, outerwear, shoes and accessories predominantly for men. 

Ben Sherman designs sometimes feature the Royal Air Force roundel which is often called the mod target. Wholesale
E: 

Photo credit: Ben Sherman",http://www.bensherman.com,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.3818}",0.3818,Positive,en
Bensimon Paris,"['Accessories', 'Bags', 'Footwear', 'Womenswear']","BRAND: Bensimon Paris DESCRIPTION: Cashmere and woollens come in unique cuts and colors that can be slipped over printed blouses for exceptional looks. Our decoration also finds its place and sets the tone: sequins, gilding, modern graphics and exclusive colors, a single watchword: happy! The modern lines drawn by hand on our latest collection of ceramic objects will sign your small receptions to create exceptional moments lulled by travel desires and memories of Venetian palaces. While our warm knits with finely studied details and buttoning will give a sparkle to these festive months!

Wholesale: 
E: e-shop@bensimon.com

Photo credit: Bensimon Paris",https://www.bensimon.com,"{'neg': 0.02, 'neu': 0.791, 'pos': 0.19, 'compound': 0.953}",0.953,Positive,en
Benthos Buttons,['Accessories'],"BRAND: Benthos Buttons DESCRIPTION: At Benthos Buttons® we use ethically sourced, reclaimed
fishing net nylon to produce sustainable fashion garment
  
The most sustainable + Ethical garment button available.

 ""For every 1 virgin nylon button made, we make 46 buttons
 before we hit the same CO2 impact.""

100% Cornish - From fishing nets to buttons. Upset with the attitude of the fashion industry, Niall Jones (CEO)  has strived to help and contribute towards solving the industry’s colossal CO2 emissions. Jones teamed up with Ian Falconer, CEO at Fishy Filaments, in 2019. Fishy Filaments are the manufacturers of the Marine Nylon® material used for the production of Benthos Buttons. Fishy Filaments purchase old nets from fishermen, giving them an incentive to not disregard them at sea. Ghost fishing nets make up for 10% of the ocean pollution problem. Fishy Filaments’ Marine Nylon® has a 97% less environmental impact in comparison to virgin nylon.  As the entire manufacturing process for Benthos Buttons is all held in the same County, transportation emissions are kept to a minimum. As a result, Benthos Buttons are the most sustainable garment button available.

Interested? Please contact wholesale: Nialljamesjones@gmail.com",https://benthosbuttons.com,"{'neg': 0.038, 'neu': 0.861, 'pos': 0.101, 'compound': 0.8955}",0.8955,Positive,en
Benzak,"['Womenswear', 'Menswear']","BRAND: Benzak DESCRIPTION: OUR STORY

BENZAK is a European denim and lifestyle brand from Amsterdam. Founded in 2013 ago, BENZAK set out with a strong focus on creating high-quality made-to-last garments. We prioritise craftsmanship and timeless design to transcend trends and seasons. With simplicity, comfortability and utilitarian design at the forefront of the brand, we entered the world of artisanal denim and quality goods. The brand was inspired by founder Lennaert's formative years in garment development and production. Fundamentally, we're denim developers and style enthusiasts; we’re trying to do something that resonates with our own interests, and that is true to our roots. From the cut to the fabric, stitch count to the trimmings and contemporary styling; everything about BENZAK comes down to the finer and more meaningful details.

Our deep understanding of tradition merges with quality design and meticulous details. Our construction and style methodologies derive from our foundational Japanese influences. We’re big believers in creating approachable apparel that follows lifestyle instead of fashion. Denim or non-denim, our creative processes are consistently in-line with our beliefs.

As a forward-thinking brand in an ever-changing environment, we naturally illustrate where we are through what we produce; whether this is our content, a collection, exclusive pieces, collaborations or events. Our intuitive behaviour can be seen from the inside out. We've evolved into a fully-fledged lifestyle brand, we are designing modern apparel that really pays homage to traditional workwear.

Wholesale
Robert Grauwen 
E: robert@benzakdenimdevelopers.com

Photo credit: Benzak Denim Developers",https://www.benzakdenimdevelopers.com,"{'neg': 0.008, 'neu': 0.885, 'pos': 0.107, 'compound': 0.9705}",0.9705,Positive,en
Beppi,"['Footwear', 'Accessories']","BRAND: Beppi DESCRIPTION: We offer a range of products that focus primarily on quality, comfort and relaxation for the whole family.
We work to provide you with a trusted brand, with an offer of articles for any occasion, and we believe we have the ideal relationship between quality, fashion and price.
Because we value your complete satisfaction, we offer exceptional customer service.
Enjoy the best family moments and, of course ... Always with Beppi originality on your feet. Wholesale
E: info@beppi.pt
P: (+351) 926 853 600

Photo credit:
Beppi",https://www.beppi.pt,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.9792}",0.9792,Positive,en
Berenice,"['Womenswear', 'Footwear', 'Accessories']","BRAND: Berenice DESCRIPTION: From his parents' workshop to styling studies, Frédéric Krief, from an early age, has dressed his life with his passion: fashion. Obviously, he founded Berenice in 2004. Basic and chic knitwear, feminine colors and elegant cuts. ""I chose the name Berenice because it is a first name that conveys a timeless image, both classic and elegant."" Frédéric Krief. Berenice is committed to sharing her passion for noble materials and colors. Wool, cotton, cashmere, leather, flannel... ochre, rhubarb, caramel, petal; carbon... Quality is paramount at Berenice.

Every day, our creative studio and all our teams pool their energy and talent to create collections in accordance with the brand. Come and discover our universe!

Wholesale
E: 

Photo credit: Berenice",https://www.berenice.net,"{'neg': 0.016, 'neu': 0.755, 'pos': 0.229, 'compound': 0.9792}",0.9792,Positive,en
Berghaus,"['Accessories', 'Bags', 'Menswear', 'Womenswear']","BRAND: Berghaus DESCRIPTION: It’s that feeling we all love. Being at home in the outdoors. Rain, icy winds, maybe even some sunshine… it really doesn’t matter. The outdoors brings us life. This is the feeling behind Berghaus. From the early days above the shop in the North East of England we’ve come a long way. We’ve over 50 years’ experience creating outdoor gear that is built to last and loved across the world. We know great kit is the difference between enjoying the outdoors and truly loving it. Photo credit: Courtesy of Berghaus",https://int.berghaus.com,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.985}",0.985,Positive,en
Berghen,['Footwear'],"BRAND: Berghen DESCRIPTION: Berghen is a belgian brand offering hiking boots, leisure shoes, trekking shoes for men, women and children. Made in Europe

Berghen is transparent.
Berghen is the brainchild of, and is still managed by a Belgian family company: DUBOIS. Wholesale
E: info@berghen.com

Photo credit: Berghen",https://www.berghen.com,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3818}",0.3818,Positive,en
Bergstein,['Footwear'],"BRAND: Bergstein DESCRIPTION: For 25 years, Bergstein has been offering the finest rain boots for living, playing and dreaming. Colorful and smooth. That is what characterizes the rain boots and slippers from Bergstein. Our boots are handmade in Europe from supple natural rubber, making them the perfect fit and comfortable on the foot. Our slippers are also produced here and are made from pure new wool. Ideal for the colder seasons.

Bergstein’s mission is to give children a happy, colourful life in which they can be themselves. #HappytoB represents everything you can be happy about, with a nod to B for Bergstein. Bergstein is extremely popular among girls and boys. The brand has become known for the trendy rain boots that are made of supple natural rubber, making them wonderfully comfortable. The collection has been expanded in recent years with sustainable slippers. The Cozy is Bergstein's slippers made of pure new wool, not only for children's feet but also available for adults.
Bergstein is a brand of Antar shoe and has three showrooms in the Netherlands (Elburg and Nieuwegein) and Belgium (Brussels)

wholesale
+31(0) 525 681 420
E: info@antarshoe.nl 

Photo credit: Courtesy of Bergstein",https://www.bergsteinfootwear.com,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.976}",0.976,Positive,en
Berkemann,['Footwear'],"BRAND: Berkemann DESCRIPTION: A confident business understands its present as a product of its own history. A long history is often proof of excellence, and can be a brand promise. Throughout that history, passing down and honing professional skills is just as important as growing the business through customer, staff and manager loyalty. Berkemann is a business that can look back on 130 years of eventful history. The German shoe industry has known international success for over a century, and Berkemann is a strong brand within that industry – as it is with orthopedic surgeons, podiatrists, and orthopedic shoemakers. We owe this strong reputation to the innovation and commitment, workmanship and business sense of all our employees and colleagues, who today continue to develop and drive forward the company through their hard work and inspiration.

Our website offers an insight into our history, an overview of our comfort shoes and foot health products, and other key issues for you and us.

Wholesale
Albin-May-Straße 3
D-07937 Zeulenroda
Germany

+49 (0) 3 66 28 / 66 - 5800
E: info(at)berkemann.com

Photo credit: Berkemann",https://www.berkemann.com,"{'neg': 0.007, 'neu': 0.786, 'pos': 0.207, 'compound': 0.9892}",0.9892,Positive,en
BERLOOK,,"BRAND: BERLOOK DESCRIPTION: Established in 2021 in the vibrant city of Hong Kong, Berlook is dedicated to empowering women of all sizes and shapes. Celebrating free-spirited energy and sculpted silhouettes, the brand crafts stylish, lovely, and simple swimwear designs for contemporary women worldwide. Embrace the essence of confidence and beauty with Berlook, where every piece reflects a celebration of individuality and strength. Wholesale
Email: cherry@berlook.com (Marketing Department) / care@berlook.com  (Customer Service)

Photo credit : BERLOOK",https://www.berlook.com,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.9837}",0.9837,Positive,en
Bernard Homme,"['Menswear', 'Swimwear']","BRAND: Bernard Homme DESCRIPTION: BERNARD HOMME, founded in 2021 by Dutch designer John Bernard, influenced by different cultures. These cultures were the inspiration to start a new fashion label. A creative way to bring these cultures to life in showcase ready-to-wear collections. With high quality garments, trendy designs and focus on fit. Mainly influenced by the art, skate and rock scene, BERNARD HOMME makes every collection unique. Wholesale
E: sales@bernardhomme.com

Photo credit: Bernard Homme",https://bernardhomme.com,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.886}",0.886,Positive,en
Bernie Mev,['Footwear'],"BRAND: Bernie Mev DESCRIPTION: Bernie Mev was originally founded in 1974 in the USA and made traditional women’s footwear that was only sold domestically. Recognizing its potential, Itamar and Rachel Carmi partnered with Bernie Mev in 2000, and by 2008 he had bought the company in its entirety and transformed it into an original lifestyle brand. Bernie Mev is the Original creator of woven elastic footwear and still the category leader. Bernie Mev is an authentic American success, giving birth to an original and explosive classification of modern footwear. We have a broad range of consumers with zero bounds to age or demographics. Serving women, men, and children, we create a product mix with unlimited comfort, creativity, and fashion at affordable and accessible retail price points. Our use of unique technology, innovative constructions, creative materials, and prolific colours has won a devout legion of followers across the globe   

Bernie Mev is an authentic American success, giving birth to an original and explosive classification of modern footwear. We have a broad range of consumers with zero bounds to age or demographics. Serving women, men, and children, we create a product mix with unlimited comfort, creativity, and fashion at affordable and accessible retail price points. Our use of unique technology, innovative constructions, creative materials, and prolific colors has won a devout legion of followers across the globe.

Wholesale
P: +353 (0)214 354 564
E: info@iaccesscorp.com

Photo credit: Bernie Mev",https://www.berniemev.eu,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.9944}",0.9944,Positive,en
